,file,geneID,uni_gal,gene,gene_galGal,finalgene
1296,aquChr_transcript:ENSACCT00020005008_R2,GEMOMA_00015006-RA,Q5ZK25,SZRD1,SZRD1,SZRD1
1297,aquChr_transcript:ENSACCT00020005008_R3,GEMOMA_00015009-RA,Q5ZK25,SZRD1,SZRD1,SZRD1
1298,aquChr_transcript:ENSACCT00020005010_R0,GEMOMA_00006091-RA,A0A1D5P4F7,DLGAP4,DLGAP4,DLGAP4
1299,aquChr_transcript:ENSACCT00020005021_R0,GEMOMA_00000678-RA,F1NVP6,METTL21A,METTL21A,METTL21A
1300,aquChr_transcript:ENSACCT00020005023_R0,GEMOMA_00003389-RA,F1NCN1,EXOG,EXOG,EXOG
1301,aquChr_transcript:ENSACCT00020005025_R0,GEMOMA_00001880-RA,E1BU32,SSX2IP,SSX2IP,SSX2IP
1302,aquChr_transcript:ENSACCT00020005026_R0,GEMOMA_00002465-RA,F1P0N6,SLC7A14,SLC7A14,SLC7A14
1303,aquChr_transcript:ENSACCT00020005028_R0,GEMOMA_00004485-RA,Q5ZJV5,COX4I1,COX4I1,COX4I1
1304,aquChr_transcript:ENSACCT00020005037_R0,GEMOMA_00000679-RA,Q7SX83,CREB1,CREB1,CREB1
1305,aquChr_transcript:ENSACCT00020005039_R0,GEMOMA_00008202-RA,NA,DCHS2,NA,DCHS2
1306,aquChr_transcript:ENSACCT00020005049_R0,GEMOMA_00015683-RA,A0A3Q2TSQ5,CPLANE2,NA,CPLANE2
1307,aquChr_transcript:ENSACCT00020005052_R0,GEMOMA_00015253-RA,NA,CYP4F3,NA,CYP4F3
1308,aquChr_transcript:ENSACCT00020005052_R1,GEMOMA_00015252-RA,NA,CYP4F3,NA,CYP4F3
1309,aquChr_transcript:ENSACCT00020005052_R2,GEMOMA_00015251-RA,NA,NA,NA,NA
1310,aquChr_transcript:ENSACCT00020005052_R3,GEMOMA_00015240-RA,NA,NA,NA,NA
1311,aquChr_transcript:ENSACCT00020005069_R0,GEMOMA_00002706-RA,A0A3Q2TS11,XXYLT1,XXYLT1,XXYLT1
1312,aquChr_transcript:ENSACCT00020005071_R0,GEMOMA_00007071-RA,A0A1D5NW06,TC2N,TC2N,TC2N
1313,aquChr_transcript:ENSACCT00020005072_R0,GEMOMA_00012243-RA,A0A1D5PJ17,TMEM64,TMEM64,TMEM64
1314,aquChr_transcript:ENSACCT00020005073_R0,GEMOMA_00004483-RA,Q90871,IRF8,IRF8,IRF8
1315,aquChr_transcript:ENSACCT00020005077_R0,GEMOMA_00003555-RA,E1BUJ1,RBM17,RBM17,RBM17
1316,aquChr_transcript:ENSACCT00020005078_R0,GEMOMA_00004099-RA,P42292,ALCAM,ALCAM,ALCAM
1317,aquChr_transcript:ENSACCT00020005087_R0,GEMOMA_00009942-RA,E1C4M8,MBIP,MBIP,MBIP
1318,aquChr_transcript:ENSACCT00020005089_R0,GEMOMA_00012244-RA,P04354,CALB1,CALB1,CALB1
1319,aquChr_transcript:ENSACCT00020005095_R0,GEMOMA_00004391-RA,NA,EXOSC6,NA,EXOSC6
1320,aquChr_transcript:ENSACCT00020005096_R0,GEMOMA_00005783-RA,A0A3Q2U0X1,ARVCF,ARVCF,ARVCF
1321,aquChr_transcript:ENSACCT00020005098_R0,GEMOMA_00003439-RA,A0A1D5Q006,CDV3,CDV3,CDV3
1322,aquChr_transcript:ENSACCT00020005099_R0,GEMOMA_00014834-RA,A0A3Q2TVK1,SELENOM,SELENOM,SELENOM
1323,aquChr_transcript:ENSACCT00020005109_R0,GEMOMA_00004272-RA,E1C7A8,IRX5,IRX5,IRX5
1324,aquChr_transcript:ENSACCT00020005113_R0,GEMOMA_00007072-RA,F1NPW9,PPP4R3A,PPP4R3A,PPP4R3A
1325,aquChr_transcript:ENSACCT00020005121_R0,GEMOMA_00000797-RA,A0A3Q2TS15,TTN,NA,TTN
1326,aquChr_transcript:ENSACCT00020005126_R0,GEMOMA_00012803-RA,F1NXU0,GGT7,GGT7,GGT7
1327,aquChr_transcript:ENSACCT00020005127_R0,GEMOMA_00008199-RA,F1NUH0,TLR2-2,TLR2B,TLR2-2
1328,aquChr_transcript:ENSACCT00020005142_R0,GEMOMA_00000752-RA,E1BSE6,FASTKD2,FASTKD2,FASTKD2
1329,aquChr_transcript:ENSACCT00020005146_R1,GEMOMA_00016367-RA,NA,NA,NA,NA
1330,aquChr_transcript:ENSACCT00020005146_R2,GEMOMA_00016476-RA,NA,NA,NA,NA
1331,aquChr_transcript:ENSACCT00020005146_R3,GEMOMA_00016292-RA,NA,NA,NA,NA
1332,aquChr_transcript:ENSACCT00020005146_R4,GEMOMA_00016237-RA,NA,NA,NA,NA
1333,aquChr_transcript:ENSACCT00020005148_R0,GEMOMA_00007905-RA,A0A1D5PM89,CASC3,CASC3,CASC3
1334,aquChr_transcript:ENSACCT00020005154_R0,GEMOMA_00012246-RA,Q9DE07,NBN,NBN,NBN
1335,aquChr_transcript:ENSACCT00020005164_R0,GEMOMA_00000983-RA,F1NT44,TSN,TSN,TSN
1336,aquChr_transcript:ENSACCT00020005165_R0,GEMOMA_00005784-RA,E1BTA0,COMT,COMT,COMT
1337,aquChr_transcript:ENSACCT00020005170_R1,GEMOMA_00008010-RA,NA,NA,NA,NA
1338,aquChr_transcript:ENSACCT00020005170_R2,GEMOMA_00013340-RA,NA,NA,NA,NA
1339,aquChr_transcript:ENSACCT00020005179_R0,GEMOMA_00007906-RA,A0A1D5P2A2,MSL1,MSL1,MSL1
1340,aquChr_transcript:ENSACCT00020005180_R0,GEMOMA_00012247-RA,A0A1D5PW50,OSGIN2,OSGIN2,OSGIN2
1341,aquChr_transcript:ENSACCT00020005187_R0,GEMOMA_00003557-RA,NA,PRKCQ,NA,PRKCQ
1342,aquChr_transcript:ENSACCT00020005190_R0,GEMOMA_00001970-RA,A0A1D5PE01,CYP11A1,CYP11A1,CYP11A1
1343,aquChr_transcript:ENSACCT00020005193_R0,GEMOMA_00004478-RA,A0A1D5NVK1,ZDHHC7,ZDHHC7,ZDHHC7
1344,aquChr_transcript:ENSACCT00020005195_R0,GEMOMA_00000984-RA,A0A3Q2TRT5,NA,ARHGEF1,ARHGEF1
1345,aquChr_transcript:ENSACCT00020005201_R0,GEMOMA_00012248-RA,A0A1D5P6T2,NA,SLC7A7,SLC7A7
1346,aquChr_transcript:ENSACCT00020005215_R0,GEMOMA_00000985-RA,E1BVA4,IQCB1,IQCB1,IQCB1
1347,aquChr_transcript:ENSACCT00020005217_R0,GEMOMA_00014314-RA,A0A3Q3AM51,MED16,MED16,MED16
1348,aquChr_transcript:ENSACCT00020005223_R0,GEMOMA_00007908-RA,P04625,THRA,THRA,THRA
1349,aquChr_transcript:ENSACCT00020005226_R0,GEMOMA_00012249-RA,A0A1D5P276,RIPK2,RIPK2,RIPK2
1350,aquChr_transcript:ENSACCT00020005231_R0,GEMOMA_00008197-RA,A0A1D5P4T5,MND1,MND1,MND1
1351,aquChr_transcript:ENSACCT00020005235_R0,GEMOMA_00012806-RA,A0A3Q3ADU0,PIGU,PIGU,PIGU
1352,aquChr_transcript:ENSACCT00020005238_R0,GEMOMA_00001971-RA,F1NIZ9,SEMA7A,SEMA7A,SEMA7A
1353,aquChr_transcript:ENSACCT00020005243_R0,GEMOMA_00004476-RA,A0A1D5P939,CRISPLD2,CRISPLD2,CRISPLD2
1354,aquChr_transcript:ENSACCT00020005245_R0,GEMOMA_00000986-RA,Q5ZHP7,EAF2,EAF2,EAF2
1355,aquChr_transcript:ENSACCT00020005253_R0,GEMOMA_00005657-RA,A0A1D5PZG1,DAO,DAO,DAO
1356,aquChr_transcript:ENSACCT00020005255_R0,GEMOMA_00009945-RA,A0A1D5PW03,RALGAPA1,RALGAPA1,RALGAPA1
1357,aquChr_transcript:ENSACCT00020005258_R0,GEMOMA_00006206-RA,R4GK82,FAM217B,FAM217B,FAM217B
1358,aquChr_transcript:ENSACCT00020005262_R0,GEMOMA_00005786-RA,F1NF00,GNB1L,GNB1L,GNB1L
1359,aquChr_transcript:ENSACCT00020005269_R0,GEMOMA_00003383-RA,F1N8Y5,GORASP1,GORASP1,GORASP1
1360,aquChr_transcript:ENSACCT00020005270_R0,GEMOMA_00001972-RA,E1BX57,UBL7,UBL7,UBL7
1361,aquChr_transcript:ENSACCT00020005271_R0,GEMOMA_00013140-RA,Q5ZJ41,MARCHF5,MARCHF5,MARCHF5
1362,aquChr_transcript:ENSACCT00020005272_R0,GEMOMA_00008196-RA,F1NEW3,TRIM2,TRIM2,TRIM2
1363,aquChr_transcript:ENSACCT00020005274_R0,GEMOMA_00000800-RA,A0A1D5NY55,FKBP7,NA,FKBP7
1364,aquChr_transcript:ENSACCT00020005275_R0,GEMOMA_00006205-RA,F1NM98,PPP1R3D,NA,PPP1R3D
1365,aquChr_transcript:ENSACCT00020005277_R0,GEMOMA_00002462-RA,F1P3F2,SLC2A2,SLC2A2,SLC2A2
1366,aquChr_transcript:ENSACCT00020005279_R0,GEMOMA_00007909-RA,H9L063,MED24,MED24,MED24
1367,aquChr_transcript:ENSACCT00020005295_R0,GEMOMA_00006202-RA,A0A1D5PR97,PHACTR3,PHACTR3,PHACTR3
1368,aquChr_transcript:ENSACCT00020005296_R0,GEMOMA_00000801-RA,E1BYV7,PJVK,DFNB59,PJVK
1369,aquChr_transcript:ENSACCT00020005303_R0,GEMOMA_00003560-RA,E1BTM0,ITIH5,ITIH5,ITIH5
1370,aquChr_transcript:ENSACCT00020005304_R0,GEMOMA_00013010-RA,E1BV90,DDC,DDC,DDC
1371,aquChr_transcript:ENSACCT00020005306_R0,GEMOMA_00008195-RA,A0A1D5PPK8,FHDC1,NA,FHDC1
1372,aquChr_transcript:ENSACCT00020005319_R0,GEMOMA_00006201-RA,A0A1D5PU85,EDN3,EDN3,EDN3
1373,aquChr_transcript:ENSACCT00020005322_R0,GEMOMA_00000987-RA,E1BUT2,SLC15A2,SLC15A2,SLC15A2
1374,aquChr_transcript:ENSACCT00020005324_R0,GEMOMA_00013011-RA,A0A3Q2U8Z9,FIGNL1,FIGNL1,FIGNL1
1375,aquChr_transcript:ENSACCT00020005333_R0,GEMOMA_00013141-RA,A0A1D5P4Q6,IDE,IDE,IDE
1376,aquChr_transcript:ENSACCT00020005336_R0,GEMOMA_00011734-RA,F1NPF0,EIF2S3,EIF2S3,EIF2S3
1377,aquChr_transcript:ENSACCT00020005336_R1,GEMOMA_00011844-RA,F1NPF0,EIF2S3,EIF2S3,EIF2S3
1378,aquChr_transcript:ENSACCT00020005340_R2,GEMOMA_00002579-RA,NA,NA,NA,NA
1379,aquChr_transcript:ENSACCT00020005345_R0,GEMOMA_00003381-RA,R4GLZ3,CSRNP1,CSRNP1,CSRNP1
1380,aquChr_transcript:ENSACCT00020005347_R0,GEMOMA_00004387-RA,NA,ACD,NA,ACD
1381,aquChr_transcript:ENSACCT00020005350_R0,GEMOMA_00000988-RA,A0A3Q2U614,HSPBAP1,HSPBAP1,HSPBAP1
1382,aquChr_transcript:ENSACCT00020005352_R0,GEMOMA_00007076-RA,Q5F3L1,RPS6KA5,RPS6KA5,RPS6KA5
1383,aquChr_transcript:ENSACCT00020005360_R0,GEMOMA_00004096-RA,Q6XFR1,CD47,CD47,CD47
1384,aquChr_transcript:ENSACCT00020005363_R0,GEMOMA_00003380-RA,F1NUI2,XIRP1,XIRP1,XIRP1
1385,aquChr_transcript:ENSACCT00020005367_R0,GEMOMA_00006199-RA,Q5F3S7,PRELID3B,PRELID3B,PRELID3B
1386,aquChr_transcript:ENSACCT00020005369_R0,GEMOMA_00008587-RA,F1NG46,TFAM,TFAM,TFAM
1387,aquChr_transcript:ENSACCT00020005373_R0,GEMOMA_00000989-RA,A0A1D5PJ91,SLC49A4,DIRC2,SLC49A4
1388,aquChr_transcript:ENSACCT00020005375_R0,GEMOMA_00014311-RA,A0A1D5PKG4,WDR18,WDR18,WDR18
1389,aquChr_transcript:ENSACCT00020005377_R0,GEMOMA_00006109-RA,A0A3Q2UE61,RBL1,RBL1,RBL1
1390,aquChr_transcript:ENSACCT00020005378_R0,GEMOMA_00003436-RA,A0A3Q2TW79,NPHP3,NA,NPHP3
1391,aquChr_transcript:ENSACCT00020005391_R0,GEMOMA_00000802-RA,A0A3Q2TY05,OSBPL6,OSBPL6,OSBPL6
1392,aquChr_transcript:ENSACCT00020005392_R0,GEMOMA_00005790-RA,Q5ZMH1,SEPTIN2,SEPTIN2,SEPTIN2
1393,aquChr_transcript:ENSACCT00020005394_R0,GEMOMA_00013229-RA,A0A1L1RN09,S100A13,S100A13,S100A13
1394,aquChr_transcript:ENSACCT00020005394_R1,GEMOMA_00013710-RA,A0A1L1RN09,S100A13,S100A13,S100A13
1395,aquChr_transcript:ENSACCT00020005398_R0,GEMOMA_00003562-RA,A0A3Q2UF49,KIN,KIN,KIN
1396,aquChr_transcript:ENSACCT00020005400_R1,GEMOMA_00015603-RA,NA,NA,NA,NA
1397,aquChr_transcript:ENSACCT00020005400_R4,GEMOMA_00014929-RA,NA,NA,NA,NA
1398,aquChr_transcript:ENSACCT00020005403_R0,GEMOMA_00005660-RA,NA,SELPLG,NA,SELPLG
1399,aquChr_transcript:ENSACCT00020005415_R0,GEMOMA_00013230-RA,A0A1D5PJJ4,S100A1,S100A1,S100A1
1400,aquChr_transcript:ENSACCT00020005415_R1,GEMOMA_00013711-RA,A0A1D5PJJ4,S100A1,S100A1,S100A1
1401,aquChr_transcript:ENSACCT00020005419_R0,GEMOMA_00005791-RA,Q98SR1,CLDN5,cldn5,CLDN5
1402,aquChr_transcript:ENSACCT00020005424_R0,GEMOMA_00006196-RA,P09207,NA,NA,NA
1403,aquChr_transcript:ENSACCT00020005431_R0,GEMOMA_00010003-RA,Q5ZIE3,SRP14,SRP14,SRP14
1404,aquChr_transcript:ENSACCT00020005434_R0,GEMOMA_00011731-RA,Q8AXL1,SAT1,SAT1,SAT1
1405,aquChr_transcript:ENSACCT00020005434_R1,GEMOMA_00011842-RA,Q8AXL1,SAT1,SAT1,SAT1
1406,aquChr_transcript:ENSACCT00020005438_R0,GEMOMA_00003376-RA,A5HNF6,MYD88,MYD88,MYD88
1407,aquChr_transcript:ENSACCT00020005441_R0,GEMOMA_00004473-RA,Q5ZJX5,MEAK7,MEAK7,MEAK7
1408,aquChr_transcript:ENSACCT00020005442_R0,GEMOMA_00002621-RA,E1BX02,PSMD2,PSMD2,PSMD2
1409,aquChr_transcript:ENSACCT00020005444_R0,GEMOMA_00004385-RA,A0A1D5PYS0,CTCF,CTCF,CTCF
1410,aquChr_transcript:ENSACCT00020005445_R0,GEMOMA_00014310-RA,E1BT98,TMEM259,TMEM259,TMEM259
1411,aquChr_transcript:ENSACCT00020005449_R0,GEMOMA_00004631-RA,F1P3R3,MAP1A,MAP1A,MAP1A
1412,aquChr_transcript:ENSACCT00020005450_R0,GEMOMA_00003563-RA,A0A1L1RYK0,ATP5F1C,ATP5C1,ATP5F1C
1413,aquChr_transcript:ENSACCT00020005454_R0,GEMOMA_00006195-RA,A0A1D5PFA7,CTSZ,CTSZ,CTSZ
1414,aquChr_transcript:ENSACCT00020005457_R0,GEMOMA_00000803-RA,F1NEX8,RBM45,RBM45,RBM45
1415,aquChr_transcript:ENSACCT00020005463_R0,GEMOMA_00013227-RA,A0A3Q2U8V9,S100A16,S100A16,S100A16
1416,aquChr_transcript:ENSACCT00020005463_R1,GEMOMA_00013708-RA,A0A3Q2U8V9,S100A16,S100A16,S100A16
1417,aquChr_transcript:ENSACCT00020005468_R0,GEMOMA_00012252-RA,A0A1D5P3Y8,CPNE3,CPNE3,CPNE3
1418,aquChr_transcript:ENSACCT00020005469_R0,GEMOMA_00010041-RA,E1BV54,HSPB7,HSPB7,HSPB7
1419,aquChr_transcript:ENSACCT00020005471_R0,GEMOMA_00009947-RA,R4GH80,NFKBIA,NFKBIA,NFKBIA
1420,aquChr_transcript:ENSACCT00020005480_R0,GEMOMA_00003433-RA,A0A1D5P570,ACAD11,ACAD11,ACAD11
1421,aquChr_transcript:ENSACCT00020005483_R0,GEMOMA_00004094-RA,E1C1P7,HHLA2,HHLA2,HHLA2
1422,aquChr_transcript:ENSACCT00020005491_R0,GEMOMA_00013226-RA,A0A1D5NTE3,NA,S100A4,S100A4
1423,aquChr_transcript:ENSACCT00020005491_R1,GEMOMA_00013707-RA,A0A1D5NTE3,NA,S100A4,S100A4
1424,aquChr_transcript:ENSACCT00020005493_R4,GEMOMA_00014309-RA,NA,NA,NA,NA
1425,aquChr_transcript:ENSACCT00020005494_R0,GEMOMA_00003374-RA,Q5ZLW4,NA,LOC420419,LOC420419
1426,aquChr_transcript:ENSACCT00020005505_R0,GEMOMA_00008191-RA,A0A1D5PCK8,FBXW7,FBXW7,FBXW7
1427,aquChr_transcript:ENSACCT00020005507_R0,GEMOMA_00010042-RA,A0A1D5PIP1,ZBTB17,ZBTB17,ZBTB17
1428,aquChr_transcript:ENSACCT00020005511_R1,GEMOMA_00011798-RA,NA,NA,NA,NA
1429,aquChr_transcript:ENSACCT00020005517_R0,GEMOMA_00004630-RA,A0A1D5P3K1,TP53BP1,TP53BP1,TP53BP1
1430,aquChr_transcript:ENSACCT00020005519_R0,GEMOMA_00006108-RA,NA,CHD6,NA,CHD6
1431,aquChr_transcript:ENSACCT00020005520_R0,GEMOMA_00009949-RA,A0A1D5P7F4,PRORP,KIAA0391,PRORP
1432,aquChr_transcript:ENSACCT00020005526_R0,GEMOMA_00013142-RA,A0A1D5NUY2,KIF11,KIF11,KIF11
1433,aquChr_transcript:ENSACCT00020005535_R0,GEMOMA_00005794-RA,A0A1L1RQR8,NA,C22orf39,C22ORF39
1434,aquChr_transcript:ENSACCT00020005542_R0,GEMOMA_00001350-RA,A0A3Q2UF81,PRSS35,NA,PRSS35
1435,aquChr_transcript:ENSACCT00020005549_R0,GEMOMA_00000804-RA,F1NET7,TTC30B,TTC30B,TTC30B
1436,aquChr_transcript:ENSACCT00020005551_R0,GEMOMA_00001885-RA,R4GKD1,GNG5,GNG5,GNG5
1437,aquChr_transcript:ENSACCT00020005553_R2,GEMOMA_00001159-RA,E1BW67,PTCHD4,PTCHD4,PTCHD4
1438,aquChr_transcript:ENSACCT00020005554_R0,GEMOMA_00007078-RA,P62149,CALM2,CALM,CALM2
1439,aquChr_transcript:ENSACCT00020005554_R4,GEMOMA_00012467-RA,NA,NA,NA,NA
1440,aquChr_transcript:ENSACCT00020005556_R0,GEMOMA_00002824-RA,A0A1D5NTF6,TM4SF18,TM4SF18,TM4SF18
1441,aquChr_transcript:ENSACCT00020005557_R0,GEMOMA_00013143-RA,Q05502,HHEX,HHEX,HHEX
1442,aquChr_transcript:ENSACCT00020005559_R0,GEMOMA_00005663-RA,F1NFA7,FICD,FICD,FICD
1443,aquChr_transcript:ENSACCT00020005563_R0,GEMOMA_00008594-RA,A0A1D5P4R2,P4HA1,P4HA1,P4HA1
1444,aquChr_transcript:ENSACCT00020005565_R0,GEMOMA_00002624-RA,A0A1L1RTR6,CAMK2N2,CAMK2N2,CAMK2N2
1445,aquChr_transcript:ENSACCT00020005576_R0,GEMOMA_00007079-RA,E1C4F1,NRDE2,NRDE2,NRDE2
1446,aquChr_transcript:ENSACCT00020005580_R0,GEMOMA_00005796-RA,A0A1D5PZQ0,HIRA,HIRA,HIRA
1447,aquChr_transcript:ENSACCT00020005582_R2,GEMOMA_00001160-RA,NA,NA,NA,NA
1448,aquChr_transcript:ENSACCT00020005585_R0,GEMOMA_00004469-RA,A0A1D5PAM4,HSBP1,HSBP1,HSBP1
1449,aquChr_transcript:ENSACCT00020005587_R0,GEMOMA_00005664-RA,A0A1D5P7P2,CMLKR1,CMKLR1,CMLKR1
1450,aquChr_transcript:ENSACCT00020005592_R0,GEMOMA_00006193-RA,E1BS74,GNAS,GNAL,GNAS
1451,aquChr_transcript:ENSACCT00020005594_R0,GEMOMA_00007200-RA,NA,NA,NA,NA
1452,aquChr_transcript:ENSACCT00020005597_R0,GEMOMA_00008595-RA,E1BY41,PLA2G12B,PLA2G12B,PLA2G12B
1453,aquChr_transcript:ENSACCT00020005600_R0,GEMOMA_00009950-RA,F1N899,PPP2R3C,PPP2R3C,PPP2R3C
1454,aquChr_transcript:ENSACCT00020005602_R0,GEMOMA_00004468-RA,F1NTR0,MLYCD,MLYCD,MLYCD
1455,aquChr_transcript:ENSACCT00020005605_R0,GEMOMA_00013222-RA,P28318,NA,NA,NA
1456,aquChr_transcript:ENSACCT00020005605_R1,GEMOMA_00013703-RA,P28318,NA,NA,NA
1457,aquChr_transcript:ENSACCT00020005608_R0,GEMOMA_00010043-RA,A0A1D5P140,SPEN,SPEN,SPEN
1458,aquChr_transcript:ENSACCT00020005609_R0,GEMOMA_00007201-RA,Q5ZKU6,CNN2,CNN2,CNN2
1459,aquChr_transcript:ENSACCT00020005610_R0,GEMOMA_00004384-RA,A0A3Q3AG36,RIPOR1,FAM65A,RIPOR1
1460,aquChr_transcript:ENSACCT00020005612_R0,GEMOMA_00008596-RA,E1BWY9,OIT3,OIT3,OIT3
1461,aquChr_transcript:ENSACCT00020005613_R0,GEMOMA_00000806-RA,A0A3Q2UI08,NFE2L2,NFE2L2,NFE2L2
1462,aquChr_transcript:ENSACCT00020005616_R0,GEMOMA_00003568-RA,A0A1D5PCH8,USP6NL,USP6NL,USP6NL
1463,aquChr_transcript:ENSACCT00020005619_R0,GEMOMA_00005665-RA,F1NFB9,WSCD2,WSCD2,WSCD2
1464,aquChr_transcript:ENSACCT00020005621_R0,GEMOMA_00005797-RA,A0A3Q2U2B8,PPIL2,PPIL2,PPIL2
1465,aquChr_transcript:ENSACCT00020005622_R0,GEMOMA_00009951-RA,F1N8A6,FAM177A1,FAM177A1,FAM177A1
1466,aquChr_transcript:ENSACCT00020005632_R0,GEMOMA_00011727-RA,A0A3Q2UAW3,PHEX,PHEX,PHEX
1467,aquChr_transcript:ENSACCT00020005632_R1,GEMOMA_00011838-RA,A0A3Q2UAW3,NA,PHEX,PHEX
1468,aquChr_transcript:ENSACCT00020005633_R0,GEMOMA_00006191-RA,Q5ZK87,STX16,STX16,STX16
1469,aquChr_transcript:ENSACCT00020005645_R0,GEMOMA_00002822-RA,E1C345,TM4SF4,TM4SF4,TM4SF4
1470,aquChr_transcript:ENSACCT00020005646_R0,GEMOMA_00010044-RA,E1C4X1,FBLIM1,FBLIM1,FBLIM1
1471,aquChr_transcript:ENSACCT00020005650_R0,GEMOMA_00005798-RA,A0A3Q2UEU8,YPEL1,YPEL1,YPEL1
1472,aquChr_transcript:ENSACCT00020005651_R0,GEMOMA_00004465-RA,A0A1D5PGP6,MPHOSPH6,MPHOSPH6,MPHOSPH6
1473,aquChr_transcript:ENSACCT00020005652_R0,GEMOMA_00006111-RA,F1NSX1,APCDD1L,APCDD1L,APCDD1L
1474,aquChr_transcript:ENSACCT00020005653_R0,GEMOMA_00007080-RA,Q90732,PSMC1,PSMC1,PSMC1
1475,aquChr_transcript:ENSACCT00020005655_R2,GEMOMA_00012700-RA,A0A3Q3A7F1,IQGAP3,LOC101749531,IQGAP3
1476,aquChr_transcript:ENSACCT00020005656_R0,GEMOMA_00000992-RA,Q5ZIC5,SEC22A,SEC22A,SEC22A
1477,aquChr_transcript:ENSACCT00020005658_R0,GEMOMA_00002627-RA,A0A3Q2U446,NA,LOC112533016,LOC112533016
1478,aquChr_transcript:ENSACCT00020005664_R0,GEMOMA_00003569-RA,A0A1L1RNJ2,ECHDC3,ECHDC3,ECHDC3
1479,aquChr_transcript:ENSACCT00020005667_R0,GEMOMA_00002821-RA,F1NA37,WWTR1,WWTR1,WWTR1
1480,aquChr_transcript:ENSACCT00020005669_R0,GEMOMA_00006112-RA,F1NSW0,VAPB,VAPB,VAPB
1481,aquChr_transcript:ENSACCT00020005670_R0,GEMOMA_00004464-RA,P13913,NA,NA,NA
1482,aquChr_transcript:ENSACCT00020005675_R0,GEMOMA_00010045-RA,A0A3Q2UKY5,TMEM82,NA,TMEM82
1483,aquChr_transcript:ENSACCT00020005679_R0,GEMOMA_00000807-RA,A0A1D5PXH1,HNRNPA3,HNRNPA3,HNRNPA3
1484,aquChr_transcript:ENSACCT00020005680_R0,GEMOMA_00004463-RA,F1P5U4,NA,NAT,NAT
1485,aquChr_transcript:ENSACCT00020005681_R0,GEMOMA_00008187-RA,A0A1D5PY92,RPS3A,RPS3A,RPS3A
1486,aquChr_transcript:ENSACCT00020005682_R0,GEMOMA_00003570-RA,A0A3Q2TY50,PROSER2,PROSER2,PROSER2
1487,aquChr_transcript:ENSACCT00020005683_R0,GEMOMA_00003432-RA,A0A1D5NZ71,DNAJC13,DNAJC13,DNAJC13
1488,aquChr_transcript:ENSACCT00020005684_R0,GEMOMA_00007082-RA,A0A3Q2U0P1,TDP1,TDP1,TDP1
1489,aquChr_transcript:ENSACCT00020005690_R0,GEMOMA_00001889-RA,Q5F3Q5,SAMD13,THAP10,SAMD13
1490,aquChr_transcript:ENSACCT00020005691_R0,GEMOMA_00006113-RA,Q5ZLB8,RAB22A,RAB22A,RAB22A
1491,aquChr_transcript:ENSACCT00020005697_R0,GEMOMA_00005668-RA,Q90687,PTPN11,PTPN11,PTPN11
1492,aquChr_transcript:ENSACCT00020005698_R0,GEMOMA_00005800-RA,A0A1D5PLT1,PPM1F,PPM1F,PPM1F
1493,aquChr_transcript:ENSACCT00020005700_R0,GEMOMA_00002460-RA,E1BVP2,PLD1,PLD1,PLD1
1494,aquChr_transcript:ENSACCT00020005702_R0,GEMOMA_00010046-RA,NA,SLC25A34,NA,SLC25A34
1495,aquChr_transcript:ENSACCT00020005703_R0,GEMOMA_00011837-RA,A0A3Q2TYD2,MBTPS2,MBTPS2,MBTPS2
1496,aquChr_transcript:ENSACCT00020005703_R1,GEMOMA_00011726-RA,A0A3Q2TYD2,MBTPS2,MBTPS2,MBTPS2
1497,aquChr_transcript:ENSACCT00020005704_R0,GEMOMA_00002629-RA,F1P0V5,ABCF3,ABCF3,ABCF3
1498,aquChr_transcript:ENSACCT00020005706_R0,GEMOMA_00001345-RA,E1BQT3,DOP1A,DOPEY2,DOP1A
1499,aquChr_transcript:ENSACCT00020005715_R0,GEMOMA_00007204-RA,NA,NA,NA,NA
1500,aquChr_transcript:ENSACCT00020005717_R0,GEMOMA_00010165-RA,E1BW65,NA,LOC419390,LOC419390
1501,aquChr_transcript:ENSACCT00020005718_R0,GEMOMA_00006114-RA,E1BTJ9,NA,NA,NA
1502,aquChr_transcript:ENSACCT00020005721_R0,GEMOMA_00011725-RA,F1NJ53,SMPX,SMPX,SMPX
1503,aquChr_transcript:ENSACCT00020005721_R1,GEMOMA_00011836-RA,F1NJ53,SMPX,SMPX,SMPX
1504,aquChr_transcript:ENSACCT00020005722_R0,GEMOMA_00004383-RA,F1NGR3,NA,LOC415664,LOC415664
1505,aquChr_transcript:ENSACCT00020005723_R0,GEMOMA_00000994-RA,F6U467,HACD2,HACD2,HACD2
1506,aquChr_transcript:ENSACCT00020005730_R0,GEMOMA_00002818-RA,Q5ZL50,PFN2,PFN2,PFN2
1507,aquChr_transcript:ENSACCT00020005732_R0,GEMOMA_00008600-RA,A0A1D5P1X0,DNAJB12,DNAJB12,DNAJB12
1508,aquChr_transcript:ENSACCT00020005735_R0,GEMOMA_00005669-RA,Q8UWG7,RPL6,RPL6,RPL6
1509,aquChr_transcript:ENSACCT00020005736_R0,GEMOMA_00011724-RA,F1NN24,KLHL34,KLHL34,KLHL34
1510,aquChr_transcript:ENSACCT00020005736_R1,GEMOMA_00011835-RA,F1NN24,KLHL34,KLHL34,KLHL34
1511,aquChr_transcript:ENSACCT00020005742_R0,GEMOMA_00008185-RA,E1C4C8,PRAG1,PRAG1,PRAG1
